Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
Q10925,SID3_CAEEL,"DOMAIN 107..369; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 366..426; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""",Caenorhabditis elegans,"Protein kinase superfamily, Tyr protein kinase family, SYK/ZAP-70 subfamily",sid-3 B0302.1
Q11179,MK15_CAEEL,"DOMAIN 13..306; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",mapk-15 swip-13 C05D10.2
Q12126,CRK1_SCHPO,"DOMAIN 11..292; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",crk1 mcs6 mop1 SPBC19F8.07
Q12152,YP150_YEAST,"DOMAIN 41..287; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, Ser/Thr protein kinase family",YPL150W
Q12236,PKH2_YEAST,"DOMAIN 179..443; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PDPK1 subfamily",PKH2 YOL100W HRC1081
Q12263,GIN4_YEAST,"DOMAIN 19..289; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",GIN4 YDR507C D9719.13
Q12469,SKM1_YEAST,"DOMAIN 3..118; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 123..136; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 360..639; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",SKM1 YOL113W HRA655
Q12701,KSG1_SCHPO,"DOMAIN 99..366; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 461..572; /note=""PH""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PDPK1 subfamily",ksg1 SPCC576.15c
Q12706,PSK1_SCHPO,"DOMAIN 91..350; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 351..426; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, S6 kinase subfamily",psk1 SPCC4G3.08
Q12851,M4K2_HUMAN,"DOMAIN 16..273; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 482..793; /note=""CNH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00795""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",MAP4K2 GCK RAB8IP
Q12852,M3K12_HUMAN,"DOMAIN 125..366; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",MAP3K12 ZPK
Q12866,MERTK_HUMAN,"DOMAIN 81..186; /note=""Ig-like C2-type 1""; DOMAIN 197..273; /note=""Ig-like C2-type 2""; DOMAIN 286..381; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 386..484; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 587..858; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, AXL/UFO subfamily",MERTK MER
Q13043,STK4_HUMAN,"DOMAIN 30..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 433..480; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK4 KRS2 MST1
Q13131,AAPK1_HUMAN,"DOMAIN 27..279; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",PRKAA1 AMPK1
Q13153,PAK1_HUMAN,"DOMAIN 75..88; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 270..521; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",PAK1
Q13163,MP2K5_HUMAN,"DOMAIN 18..109; /note=""PB1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01081""; DOMAIN 166..409; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily",MAP2K5 MEK5 MKK5 PRKMK5
Q13164,MK07_HUMAN,"DOMAIN 55..347; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK7 BMK1 ERK5 PRKM7
Q13177,PAK2_HUMAN,"DOMAIN 74..87; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 249..499; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",PAK2
Q13188,STK3_HUMAN,"DOMAIN 27..278; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 437..484; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK3 KRS1 MST2
Q13233,M3K1_HUMAN,"DOMAIN 1243..1508; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",MAP3K1 MAPKKK1 MEKK MEKK1
Q13237,KGP2_HUMAN,"DOMAIN 453..711; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 712..762; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cGMP subfamily",PRKG2 PRKGR2
Q13308,PTK7_HUMAN,"DOMAIN 31..120; /note=""Ig-like C2-type 1""; DOMAIN 128..218; /note=""Ig-like C2-type 2""; DOMAIN 225..317; /note=""Ig-like C2-type 3""; DOMAIN 309..407; /note=""Ig-like C2-type 4""; DOMAIN 412..497; /note=""Ig-like C2-type 5""; DOMAIN 503..586; /note=""Ig-like C2-type 6""; DOMAIN 578..680; /note=""Ig-like C2-type 7""; DOMAIN 796..1066; /note=""Protein kinase; inactive""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",PTK7 CCK4
Q13418,ILK_HUMAN,"DOMAIN 193..446; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family",ILK ILK1 ILK2
Q13464,ROCK1_HUMAN,"DOMAIN 76..338; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 341..409; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 479..556; /note=""REM-1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 949..1015; /note=""RhoBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01206""; DOMAIN 1118..1317; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",ROCK1
Q13470,TNK1_HUMAN,"DOMAIN 116..377; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 380..445; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family",TNK1
Q13523,PRP4B_HUMAN,"DOMAIN 687..1006; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family",PRPF4B KIAA0536 PRP4 PRP4H PRP4K
Q13546,RIPK1_HUMAN,"DOMAIN 17..289; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 583..669; /note=""Death""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00064""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family",RIPK1 RIP RIP1
Q13554,KCC2B_HUMAN,"DOMAIN 14..272; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",CAMK2B CAM2 CAMK2 CAMKB
Q13555,KCC2G_HUMAN,"DOMAIN 14..272; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",CAMK2G CAMK CAMK-II CAMKG
Q13557,KCC2D_HUMAN,"DOMAIN 14..272; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",CAMK2D CAMKD
Q13627,DYR1A_HUMAN,"DOMAIN 159..479; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",DYRK1A DYRK MNB MNBH
Q13705,AVR2B_HUMAN,"DOMAIN 190..480; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily",ACVR2B
Q13873,BMPR2_HUMAN,"DOMAIN 203..504; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily",BMPR2 PPH1
Q13882,PTK6_HUMAN,"DOMAIN 8..72; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 78..170; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 191..445; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, BRK/PTK6/SIK subfamily",PTK6 BRK
Q13976,KGP1_HUMAN,"DOMAIN 360..619; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 620..671; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, cGMP subfamily",PRKG1 PRKG1B PRKGR1A PRKGR1B
Q14004,CDK13_HUMAN,"DOMAIN 705..998; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK13 CDC2L CDC2L5 CHED KIAA1791
Q14012,KCC1A_HUMAN,"DOMAIN 20..276; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",CAMK1
Q14164,IKKE_HUMAN,"DOMAIN 9..315; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family, I-kappa-B kinase subfamily",IKBKE IKKE IKKI KIAA0151
Q14289,FAK2_HUMAN,"DOMAIN 39..359; /note=""FERM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00084""; DOMAIN 425..683; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, FAK subfamily",PTK2B FAK2 PYK2 RAFTK
Q14680,MELK_HUMAN,"DOMAIN 11..263; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 602..651; /note=""KA1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00565""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",MELK KIAA0175
Q15131,CDK10_HUMAN,"DOMAIN 39..323; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDK10
Q15139,KPCD1_HUMAN,"DOMAIN 422..541; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 583..839; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PKD subfamily",PRKD1 PKD PKD1 PRKCM
Q15208,STK38_HUMAN,"DOMAIN 89..382; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000312|EMBL:CAA84485.1""; DOMAIN 383..455; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",STK38 NDR1
Q15303,ERBB4_HUMAN,"DOMAIN 718..985; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily",ERBB4 HER4
Q15375,EPHA7_HUMAN,"DOMAIN 32..210; /note=""Eph LBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00883""; DOMAIN 331..441; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 442..537; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 633..894; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 923..987; /note=""SAM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00184""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",EPHA7 EHK3 HEK11
Q15569,TESK1_HUMAN,"DOMAIN 57..314; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family",TESK1
Q15746,MYLK_HUMAN,"DOMAIN 33..122; /note=""Ig-like C2-type 1""; DOMAIN 161..249; /note=""Ig-like C2-type 2""; DOMAIN 414..503; /note=""Ig-like C2-type 3""; DOMAIN 514..599; /note=""Ig-like C2-type 4""; DOMAIN 620..711; /note=""Ig-like C2-type 5""; DOMAIN 721..821; /note=""Ig-like C2-type 6""; DOMAIN 1098..1186; /note=""Ig-like C2-type 7""; DOMAIN 1238..1326; /note=""Ig-like C2-type 8""; DOMAIN 1334..1426; /note=""Fibronectin type-III""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 1464..1719; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 1809..1898; /note=""Ig-like C2-type 9""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MYLK MLCK MLCK1 MYLK1
Q15759,MK11_HUMAN,"DOMAIN 24..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK11 PRKM11 SAPK2 SAPK2B
Q15831,STK11_HUMAN,"DOMAIN 49..309; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, LKB1 subfamily",STK11 LKB1 PJS
Q15835,GRK1_HUMAN,"DOMAIN 58..175; /note=""RGS""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00171""; DOMAIN 190..455; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 456..521; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, GPRK subfamily",GRK1 RHOK
Q16288,NTRK3_HUMAN,"DOMAIN 160..209; /note=""LRRCT""; DOMAIN 210..300; /note=""Ig-like C2-type 1""; DOMAIN 309..382; /note=""Ig-like C2-type 2""; DOMAIN 538..839; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",NTRK3 TRKC
Q16512,PKN1_HUMAN,"DOMAIN 25..100; /note=""REM-1 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 112..193; /note=""REM-1 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 201..280; /note=""REM-1 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 307..470; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 615..874; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 875..942; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PKN1 PAK1 PKN PRK1 PRKCL1
Q16513,PKN2_HUMAN,"DOMAIN 33..109; /note=""REM-1 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 121..203; /note=""REM-1 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 204..284; /note=""REM-1 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 353..473; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 657..916; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 917..984; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PKN2 PRK2 PRKCL2
Q16539,MK14_HUMAN,"DOMAIN 24..308; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A
Q16566,KCC4_HUMAN,"DOMAIN 46..300; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",CAMK4 CAMK CAMK-GR CAMKIV
Q16584,M3K11_HUMAN,"DOMAIN 41..105; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 117..379; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",MAP3K11 MLK3 PTK1 SPRK
Q16620,NTRK2_HUMAN,"DOMAIN 32..61; /note=""LRRNT""; DOMAIN 148..196; /note=""LRRCT""; DOMAIN 197..282; /note=""Ig-like C2-type 1""; DOMAIN 295..365; /note=""Ig-like C2-type 2""; DOMAIN 538..807; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",NTRK2 TRKB
Q16644,MAPK3_HUMAN,"DOMAIN 44..304; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",MAPKAPK3
Q16659,MK06_HUMAN,"DOMAIN 20..316; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK6 ERK3 PRKM6
Q16671,AMHR2_HUMAN,"DOMAIN 203..518; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily",AMHR2 AMHR MISR2
Q16816,PHKG1_HUMAN,"DOMAIN 20..288; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",PHKG1 PHKG
Q16832,DDR2_HUMAN,"DOMAIN 30..185; /note=""F5/8 type C""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00081""; DOMAIN 563..849; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",DDR2 NTRKR3 TKT TYRO10
Q16974,KPC1_APLCA,"DOMAIN 138..259; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 320..578; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 579..649; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Aplysia californica (California sea hare),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PRKC1
Q16975,KPC2_APLCA,"DOMAIN 1..126; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 403..663; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 665..736; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Aplysia californica (California sea hare),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PRKC2
Q17446,PMK1_CAEEL,"DOMAIN 35..319; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",pmk-1 B0218.3
Q17833,OLD1_CAEEL,"DOMAIN 175..473; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, Tyr protein kinase family",old-1 tkr-1 C08H9.5
Q17850,PK1_CAEEL,"DOMAIN 67..80; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 295..546; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Caenorhabditis elegans,"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",pak-1 C09B8.7
